"Ernst Meyers Gade 3, 1772 København V"
"Ernst Meyers Gade 4, 1772 København V"
"Ernst Meyers Gade 5, 1772 København V"
"Ernst Meyers Gade 6, 1772 København V"
"Ernst Meyers Gade 7, st., 1772 København V"
"Ernst Meyers Gade 7, 1., 1772 København V"
"Ernst Meyers Gade 8, 1772 København V"
"Ernst Meyers Gade 9, 1772 København V"
"Ernst Meyers Gade 10, 1772 København V"
"Ernst Meyers Gade 11, 1772 København V"
"Ernst Meyers Gade 12, 1772 København V"
"Ernst Meyers Gade 13, 1772 København V"
"Ernst Meyers Gade 14, 1772 København V"
"Ernst Meyers Gade 15, 1772 København V"
"Ernst Meyers Gade 16, 1772 København V"
"Ernst Meyers Gade 17, 1772 København V"
"Ernst Meyers Gade 18, 1772 København V"
"Ernst Meyers Gade 19, 1772 København V"
"Ernst Meyers Gade 20, 1772 København V"
"Ernst Meyers Gade 2, 1772 København V"
"Ernst Meyers Gade 7, 1772 København V"
