"Langkær 27G, 6100 Haderslev"
"Varbergvej 57, st. th, 6100 Haderslev"
"Varbergvej 57, st. tv, 6100 Haderslev"
"Varbergvej 57, 1. th, 6100 Haderslev"
"Varbergvej 57, 1. tv, 6100 Haderslev"
"Varbergvej 57, 2. th, 6100 Haderslev"
"Varbergvej 57, 2. tv, 6100 Haderslev"
"Varbergvej 57, 3. th, 6100 Haderslev"
"Varbergvej 57, 3. tv, 6100 Haderslev"
"Varbergvej 57, 4. th, 6100 Haderslev"
"Varbergvej 57, 4. tv, 6100 Haderslev"
"Varbergvej 57, 5. th, 6100 Haderslev"
"Varbergvej 57, 5. tv, 6100 Haderslev"
"Varbergvej 57, 6. th, 6100 Haderslev"
"Varbergvej 57, 6. tv, 6100 Haderslev"
"Varbergvej 57, 7. th, 6100 Haderslev"
"Varbergvej 57, 7. tv, 6100 Haderslev"
"Varbergvej 57, 8. th, 6100 Haderslev"
"Varbergvej 57, 8. tv, 6100 Haderslev"
"Varbergvej 57, 9. th, 6100 Haderslev"
"Varbergvej 57, 9. tv, 6100 Haderslev"
"Varbergvej 57, 10. th, 6100 Haderslev"
"Varbergvej 57, 10. tv, 6100 Haderslev"
"Skovvænget 54A, 6100 Haderslev"
"Skovvænget 56A, 6100 Haderslev"
"Skovvænget 56B, 6100 Haderslev"
"Skovvænget 56C, 6100 Haderslev"
"Brombærvej 50F, 6100 Haderslev"
"Naffet 14, 1., 6100 Haderslev"
"Naffet 14B, 1., 6100 Haderslev"
"Nørregade 38C, 2. tv, 6100 Haderslev"
"Nørregade 38C, 1. th, 6100 Haderslev"
"Nørregade 38C, 2. th, 6100 Haderslev"
"Nørregade 38C, 1. tv, 6100 Haderslev"
"Nørregade 38F, 1., 6100 Haderslev"
"Nørregade 38F, 6100 Haderslev"
"Bellahøjvænget 17, 6100 Haderslev"
"Bellahøjvænget 19, 6100 Haderslev"
"Bellahøjvænget 21, 6100 Haderslev"
"Bellahøjvænget 23, 6100 Haderslev"
"Bellahøjvænget 25, 6100 Haderslev"
"Bellahøjvænget 27, 6100 Haderslev"
"Bellahøjvænget 29, 6100 Haderslev"
"Sønderhaven 13, 6100 Haderslev"
"Sønderhaven 13, 1., 6100 Haderslev"
"Sønderhaven 13, st., 6100 Haderslev"
"Storegade 73A, 6100 Haderslev"
"Storegade 73B, 6100 Haderslev"
"Bakkebo 26, 6100 Haderslev"
"Bakkebo 64, 6100 Haderslev"
"Jakob Knudsens Vej 56, 6100 Haderslev"
"Kalmargårdparken 101, Marstrup, 6100 Haderslev"
"Kalmargårdparken 99, Marstrup, 6100 Haderslev"
"Færgevej 31, Aarøsund, 6100 Haderslev"
"Færgevej 30, Aarøsund, 6100 Haderslev"
"Færgevej 33, Aarøsund, 6100 Haderslev"
"Færgevej 37, Aarøsund, 6100 Haderslev"
"Færgevej 36, Aarøsund, 6100 Haderslev"
"Færgevej 43A, Aarøsund, 6100 Haderslev"
"Færgevej 43B, Aarøsund, 6100 Haderslev"
"Færgevej 43C, Aarøsund, 6100 Haderslev"
"Færgevej 42, Aarøsund, 6100 Haderslev"
"Færgevej 45, Aarøsund, 6100 Haderslev"
"Færgevej 48, Aarøsund, 6100 Haderslev"
"Færgevej 50, Aarøsund, 6100 Haderslev"
"Færgevej 51, Aarøsund, 6100 Haderslev"
"Færgevej 53, Aarøsund, 6100 Haderslev"
"Færgevej 55, Aarøsund, 6100 Haderslev"
"Færgevej 57, Aarøsund, 6100 Haderslev"
"Færgevej 58, Aarøsund, 6100 Haderslev"
"Færgevej 59, Aarøsund, 6100 Haderslev"
"Færgevej 60, Aarøsund, 6100 Haderslev"
"Færgevej 61, Aarøsund, 6100 Haderslev"
"Færgevej 63, Aarøsund, 6100 Haderslev"
"Færgevej 65N, Aarøsund, 6100 Haderslev"
"Færgevej 65M, Aarøsund, 6100 Haderslev"
"Færgevej 65L, Aarøsund, 6100 Haderslev"
"Færgevej 65K, Aarøsund, 6100 Haderslev"
"Færgevej 65F, Aarøsund, 6100 Haderslev"
"Færgevej 71, Aarøsund, 6100 Haderslev"
"Færgevej 73, Aarøsund, 6100 Haderslev"
"Færgevej 75, Aarøsund, 6100 Haderslev"
"Færgevej 77, Aarøsund, 6100 Haderslev"
"Færgevej 78A, Aarøsund, 6100 Haderslev"
"Færgevej 78B, Aarøsund, 6100 Haderslev"
"Færgevej 81, Aarøsund, 6100 Haderslev"
"Færgevej 83, Aarøsund, 6100 Haderslev"
"Færgevej 85, Aarøsund, 6100 Haderslev"
"Færgevej 87, Aarøsund, 6100 Haderslev"
"Færgevej 89, Aarøsund, 6100 Haderslev"
"Færgevej 91, Aarøsund, 6100 Haderslev"
"Storegade 73B, kl., 6100 Haderslev"
"Storegade 73B, st., 6100 Haderslev"
"Storegade 73B, 1., 6100 Haderslev"
"Storegade 73B, 2., 6100 Haderslev"
"Flovt Bygade 80, 6100 Haderslev"
"Lindedal 30A, 6100 Haderslev"
"Lindedal 30B, 6100 Haderslev"
"Lindedal 30C, 6100 Haderslev"
"Lindedal 30D, 6100 Haderslev"
"Lindedal 30E, 6100 Haderslev"
"Nørskovgårdvej 24A, Marstrup, 6100 Haderslev"
"Nørskovgårdvej 24A, Marstrup, 6100 Haderslev"
"Nørskovgårdvej 24A, st., Marstrup, 6100 Haderslev"
"Nørskovgårdvej 24A, 1., Marstrup, 6100 Haderslev"
"Nørskovgårdvej 24C, Marstrup, 6100 Haderslev"
"Nørskovgårdvej 24B, Marstrup, 6100 Haderslev"
"Louisevej 71, 6100 Haderslev"
"Hiort Lorenzens Vej 6C, st. th, 6100 Haderslev"
"Hiort Lorenzens Vej 6C, st. tv, 6100 Haderslev"
"Hiort Lorenzens Vej 6A, st. th, 6100 Haderslev"
"Hiort Lorenzens Vej 6A, st. tv, 6100 Haderslev"
"Hiort Lorenzens Vej 6E, 1. th, 6100 Haderslev"
"Hiort Lorenzens Vej 6E, 1. tv, 6100 Haderslev"
"Hiort Lorenzens Vej 6F, 1. th, 6100 Haderslev"
"Hiort Lorenzens Vej 6F, 1. tv, 6100 Haderslev"
"Hiort Lorenzens Vej 6G, 2. th, 6100 Haderslev"
"Hiort Lorenzens Vej 6G, 2. tv, 6100 Haderslev"
"Hiort Lorenzens Vej 6B, st. th, 6100 Haderslev"
"Hiort Lorenzens Vej 6B, st. tv, 6100 Haderslev"
"Hiort Lorenzens Vej 6D, 1. th, 6100 Haderslev"
"Hiort Lorenzens Vej 6D, 1. tv, 6100 Haderslev"
"Hiort Lorenzens Vej 8D, 1. th, 6100 Haderslev"
"Hiort Lorenzens Vej 8D, 1. tv, 6100 Haderslev"
"Hiort Lorenzens Vej 8A, st. th, 6100 Haderslev"
"Hiort Lorenzens Vej 8A, st. tv, 6100 Haderslev"
"Hiort Lorenzens Vej 8F, 1. th, 6100 Haderslev"
"Hiort Lorenzens Vej 8F, 1. tv, 6100 Haderslev"
"Hiort Lorenzens Vej 8C, st. th, 6100 Haderslev"
"Hiort Lorenzens Vej 8C, st. tv, 6100 Haderslev"
"Hiort Lorenzens Vej 10C, 1. th, 6100 Haderslev"
"Hiort Lorenzens Vej 10C, 1. tv, 6100 Haderslev"
"Hiort Lorenzens Vej 10A, st. th, 6100 Haderslev"
"Hiort Lorenzens Vej 10A, st. tv, 6100 Haderslev"
"Hiort Lorenzens Vej 10D, 1. th, 6100 Haderslev"
"Hiort Lorenzens Vej 10D, 1. tv, 6100 Haderslev"
"Hiort Lorenzens Vej 10B, st. th, 6100 Haderslev"
"Hiort Lorenzens Vej 10B, st. tv, 6100 Haderslev"
"Hiort Lorenzens Vej 12B, st. th, 6100 Haderslev"
"Hiort Lorenzens Vej 12B, st. tv, 6100 Haderslev"
"Hiort Lorenzens Vej 12A, st. th, 6100 Haderslev"
"Hiort Lorenzens Vej 12A, st. tv, 6100 Haderslev"
"Hiort Lorenzens Vej 12E, 2. th, 6100 Haderslev"
"Hiort Lorenzens Vej 12E, 2. tv, 6100 Haderslev"
"Hiort Lorenzens Vej 12C, 1. th, 6100 Haderslev"
"Hiort Lorenzens Vej 12C, 1. tv, 6100 Haderslev"
"Hiort Lorenzens Vej 12D, 1. th, 6100 Haderslev"
"Hiort Lorenzens Vej 12D, 1. tv, 6100 Haderslev"
"Christiansfeldvej 17, 6100 Haderslev"
"Varbergvej 6, 6100 Haderslev"
"Varbergvej 8, 6100 Haderslev"
"Varbergvej 2, 6100 Haderslev"
"Varbergvej 4, 6100 Haderslev"
"Varbergvej 10, 6100 Haderslev"
"Varbergvej 16, 6100 Haderslev"
"Varbergvej 18, 6100 Haderslev"
"Varbergvej 12, 6100 Haderslev"
"Varbergvej 14, 6100 Haderslev"
"Varbergvej 20, 6100 Haderslev"
"Varbergvej 22, 6100 Haderslev"
"Varbergvej 24, 6100 Haderslev"
"Varbergvej 26, 6100 Haderslev"
"Varbergvej 28, 6100 Haderslev"
"Varbergvej 30, 6100 Haderslev"
"Varbergvej 32, 6100 Haderslev"
"Varbergvej 53B, 6100 Haderslev"
"Varbergvej 53A, 6100 Haderslev"
"Varbergvej 55, 6100 Haderslev"
"Varbergvej 51, st. tv, 6100 Haderslev"
"Varbergvej 51, 6100 Haderslev"
"Varbergvej 51, st. th, 6100 Haderslev"
"Varbergvej 1, 1. 10, 6100 Haderslev"
"Varbergvej 1, 1. 17, 6100 Haderslev"
"Varbergvej 1, 2. 28, 6100 Haderslev"
"Varbergvej 1, 1. 14, 6100 Haderslev"
"Varbergvej 1, st. 1, 6100 Haderslev"
"Varbergvej 1, 3. 36, 6100 Haderslev"
"Varbergvej 1, st. 4, 6100 Haderslev"
"Varbergvej 1, st. 6, 6100 Haderslev"
"Varbergvej 1, 2. 21, 6100 Haderslev"
"Varbergvej 1, st. 8, 6100 Haderslev"
"Varbergvej 1, 1. 16, 6100 Haderslev"
"Varbergvej 1, 3. 34, 6100 Haderslev"
"Varbergvej 1, 2. 23, 6100 Haderslev"
"Varbergvej 1, st. 5, 6100 Haderslev"
"Varbergvej 1, 1. 15, 6100 Haderslev"
"Varbergvej 1, 3. 35, 6100 Haderslev"
"Varbergvej 1, 2. 20, 6100 Haderslev"
"Varbergvej 1, 3. 37, 6100 Haderslev"
"Varbergvej 1, 2. 24, 6100 Haderslev"
"Varbergvej 1, st. 3, 6100 Haderslev"
"Varbergvej 1, st. 7, 6100 Haderslev"
"Varbergvej 1, 1. 12, 6100 Haderslev"
"Varbergvej 1, 1. 13, 6100 Haderslev"
"Varbergvej 1, 2. 22, 6100 Haderslev"
"Varbergvej 1, 2. 26, 6100 Haderslev"
"Varbergvej 1, 3. 32, 6100 Haderslev"
"Varbergvej 1, 2. 25, 6100 Haderslev"
"Varbergvej 1, 3. 38, 6100 Haderslev"
"Varbergvej 1, 3. 30, 6100 Haderslev"
"Varbergvej 1, 1. 18, 6100 Haderslev"
"Varbergvej 1, 2. 27, 6100 Haderslev"
"Varbergvej 1, 3. 33, 6100 Haderslev"
"Varbergvej 1, 3. 31, 6100 Haderslev"
"Varbergvej 1, st. 2, 6100 Haderslev"
"Varbergvej 1, 1. 11, 6100 Haderslev"
"Varbergvej 59, st. th, 6100 Haderslev"
"Varbergvej 59, st. tv, 6100 Haderslev"
"Varbergvej 59, 1. th, 6100 Haderslev"
"Varbergvej 59, 1. tv, 6100 Haderslev"
"Varbergvej 59, 2. th, 6100 Haderslev"
"Varbergvej 59, 2. tv, 6100 Haderslev"
"Varbergvej 59, 3. th, 6100 Haderslev"
"Varbergvej 59, 3. tv, 6100 Haderslev"
"Varbergvej 59, 4. th, 6100 Haderslev"
"Varbergvej 59, 4. tv, 6100 Haderslev"
"Varbergvej 59, 5. th, 6100 Haderslev"
"Varbergvej 59, 5. tv, 6100 Haderslev"
"Varbergvej 59, 6. th, 6100 Haderslev"
"Varbergvej 59, 6. tv, 6100 Haderslev"
"Varbergvej 59, 7. th, 6100 Haderslev"
"Varbergvej 59, 7. tv, 6100 Haderslev"
"Varbergvej 59, 8. th, 6100 Haderslev"
"Varbergvej 59, 8. tv, 6100 Haderslev"
"Varbergvej 59, 9. th, 6100 Haderslev"
"Varbergvej 59, 9. tv, 6100 Haderslev"
"Varbergvej 59, 10. th, 6100 Haderslev"
"Varbergvej 59, 10. tv, 6100 Haderslev"
"Varbergvej 61, st. mf, 6100 Haderslev"
"Varbergvej 61, st. th, 6100 Haderslev"
"Varbergvej 61, st. tv, 6100 Haderslev"
"Varbergvej 61, 1. mf, 6100 Haderslev"
"Varbergvej 61, 1. th, 6100 Haderslev"
"Varbergvej 61, 1. tv, 6100 Haderslev"
"Varbergvej 61, 2. mf, 6100 Haderslev"
"Varbergvej 61, 2. th, 6100 Haderslev"
"Varbergvej 61, 2. tv, 6100 Haderslev"
"Varbergvej 61, 3. mf, 6100 Haderslev"
"Varbergvej 61, 3. th, 6100 Haderslev"
"Varbergvej 61, 3. tv, 6100 Haderslev"
"Varbergvej 61, 4. mf, 6100 Haderslev"
"Varbergvej 61, 4. th, 6100 Haderslev"
"Varbergvej 61, 4. tv, 6100 Haderslev"
"Varbergvej 61, 5. mf, 6100 Haderslev"
"Varbergvej 61, 5. th, 6100 Haderslev"
"Varbergvej 61, 5. tv, 6100 Haderslev"
"Varbergvej 61, 6. mf, 6100 Haderslev"
"Varbergvej 61, 6. th, 6100 Haderslev"
"Varbergvej 61, 6. tv, 6100 Haderslev"
"Varbergvej 61, 7. mf, 6100 Haderslev"
"Varbergvej 61, 7. th, 6100 Haderslev"
"Varbergvej 61, 7. tv, 6100 Haderslev"
"Varbergvej 61, 8. mf, 6100 Haderslev"
"Varbergvej 61, 8. th, 6100 Haderslev"
"Varbergvej 61, 8. tv, 6100 Haderslev"
"Varbergvej 61, 9. mf, 6100 Haderslev"
"Varbergvej 61, 9. th, 6100 Haderslev"
"Varbergvej 61, 9. tv, 6100 Haderslev"
"Varbergvej 61, 10. mf, 6100 Haderslev"
"Varbergvej 61, 10. th, 6100 Haderslev"
"Varbergvej 61, 10. tv, 6100 Haderslev"
"H.C. Ørsteds Vej 2, 6100 Haderslev"
"Christian X's Vej 1, 6100 Haderslev"
"Finlandsvej 20, 6100 Haderslev"
"Birkelund 25, Vilstrup, 6100 Haderslev"
"Birkelund 23, Vilstrup, 6100 Haderslev"
"Birkelund 21, Vilstrup, 6100 Haderslev"
"Birkelund 3, Vilstrup, 6100 Haderslev"
"Birkelund 1, Vilstrup, 6100 Haderslev"
"Birkelund 17, Vilstrup, 6100 Haderslev"
"Skovvænget 60, kl., 6100 Haderslev"
"Højgårdvej 53, 6100 Haderslev"
"Aastrupvej 13B, 1., 6100 Haderslev"
"Birkelund 27A, Vilstrup, 6100 Haderslev"
"Ejsbølsvinget 42, 6100 Haderslev"
"Ejsbølsvinget 22, 6100 Haderslev"
"Erlevhøj 15, 6100 Haderslev"
"Erlevhøj 63, 6100 Haderslev"
"Erlevhøj 19, 6100 Haderslev"
"Erlevhøj 17, 6100 Haderslev"
"Erlevhøj 21, 6100 Haderslev"
"Erlevhøj 43, 6100 Haderslev"
"Erlevhøj 39, 6100 Haderslev"
"Erlevhøj 22, 6100 Haderslev"
"Nørregade 36C, 6100 Haderslev"
"Starup Fjordvej 1, 6100 Haderslev"
"Starup Fjordvej 1A, Starup, 6100 Haderslev"
"Aabenraavej 118, 6100 Haderslev"
"Aabenraavej 128, 6100 Haderslev"
"Aabenraavej 122, 6100 Haderslev"
"Aabenraavej 120, 6100 Haderslev"
"Aabenraavej 126, 6100 Haderslev"
"Aabenraavej 124, 6100 Haderslev"
"Aabenraavej 130, 6100 Haderslev"
"Aabenraavej 132, 6100 Haderslev"
"Aabenraavej 134, 6100 Haderslev"
"Aabenraavej 136, 6100 Haderslev"
"Aabenraavej 142, 6100 Haderslev"
"Aabenraavej 138, 6100 Haderslev"
"Aabenraavej 140, 6100 Haderslev"
"Aabenraavej 144, 6100 Haderslev"
"Aabenraavej 146, 6100 Haderslev"
"Aabenraavej 148, 6100 Haderslev"
"Aabenraavej 150, 6100 Haderslev"
"Erlevhøj 1, 6100 Haderslev"
"Nørregade 12B, kl., 6100 Haderslev"
"Erlevhøj 13, 6100 Haderslev"
"Erlevhøj 7, 6100 Haderslev"
"Erlevhøj 9, 6100 Haderslev"
"Erlevhøj 5, 6100 Haderslev"
"Erlevhøj 3, 6100 Haderslev"
"Erlevhøj 29, 6100 Haderslev"
"Erlevhøj 25, 6100 Haderslev"
"Erlevhøj 33, 6100 Haderslev"
"Erlevhøj 35, 6100 Haderslev"
"Erlevhøj 45, 6100 Haderslev"
"Erlevhøj 47, 6100 Haderslev"
"Erlevhøj 49, 6100 Haderslev"
"Erlevhøj 51, 6100 Haderslev"
"Erlevhøj 73, 6100 Haderslev"
"Erlevhøj 75, 6100 Haderslev"
"Storegade 11A, 6100 Haderslev"
"Storegade 11A, 1., 6100 Haderslev"
"Storegade 11A, st., 6100 Haderslev"
"Storegade 11B, 1., 6100 Haderslev"
"Storegade 11B, 2., 6100 Haderslev"
"Storegade 11C, 6100 Haderslev"
"Aarø Strandhøj 3, 6100 Haderslev"
"Ejsbølvej 67B, 6100 Haderslev"
"Ejsbølvej 67B, 1., 6100 Haderslev"
"Ejsbølvej 67A, 6100 Haderslev"
"Ejsbølvej 67A, 1., 6100 Haderslev"
"Ejsbølvej 67B, 6100 Haderslev"
"Ejsbølvej 67B, st., 6100 Haderslev"
"Jomfrustien 42A, 6100 Haderslev"
"Jomfrustien 42B, 6100 Haderslev"
"Jomfrustien 40, kl., 6100 Haderslev"
"Jomfrustien 40, st., 6100 Haderslev"
"Jomfrustien 40, 1., 6100 Haderslev"
"Jomfrustien 40, 6100 Haderslev"
"Slivsø 43, Vilstrup, 6100 Haderslev"
"Slivsø 29, Vilstrup, 6100 Haderslev"
"Slivsø 45, Vilstrup, 6100 Haderslev"
"Slivsø 47, Vilstrup, 6100 Haderslev"
"Dalhoffsmindevej 3, Hoptrup, 6100 Haderslev"
"Dalhoffsmindevej 3, st., Hoptrup, 6100 Haderslev"
"Dalhoffsmindevej 3, 1., Hoptrup, 6100 Haderslev"
"Rolfsager 34, Halk, 6100 Haderslev"
"Rolfsager 32, Halk, 6100 Haderslev"
"Rolfsager 31, Halk, 6100 Haderslev"
"Rolfsager 33, Halk, 6100 Haderslev"
"Bræråvej 48, Hoptrup, 6100 Haderslev"
"Christiansfeldvej 41, 6100 Haderslev"
"Borgervænget 6B, 6100 Haderslev"
"Borgervænget 6C, 6100 Haderslev"
"Borgervænget 6A, 6100 Haderslev"
"Borgervænget 6D, 6100 Haderslev"
"Borgervænget 6B, 6100 Haderslev"
"Borgervænget 6C, 6100 Haderslev"
"Borgervænget 6A, 6100 Haderslev"
"Borgervænget 6D, 6100 Haderslev"
"Christiansfeldvej 39A, 6100 Haderslev"
"Storegade 52, 1., 6100 Haderslev"
"Sodegade 16, st., Hejsager, 6100 Haderslev"
"Lavgade 12C, st., 6100 Haderslev"
"Lavgade 12B, st., 6100 Haderslev"
"Lavgade 12B, 1., 6100 Haderslev"
"Lavgade 12B, 6100 Haderslev"
"Lavgade 12B, 2., 6100 Haderslev"
"Lavgade 12C, 1., 6100 Haderslev"
"Lavgade 12C, 2., 6100 Haderslev"
"Storegade 52, 1. th, 6100 Haderslev"
"Storegade 52, 1. tv, 6100 Haderslev"
"Diernæs Strandby 27, 6100 Haderslev"
"Aarø Strandhøj 8, 6100 Haderslev"
"Aarø Strandhøj 1, 6100 Haderslev"
"Køllesvinget 32, 6100 Haderslev"
"Køllesvinget 7, st., 6100 Haderslev"
"Køllesvinget 7, 6100 Haderslev"
"Køllesvinget 5, 6100 Haderslev"
"Køllesvinget 3, 6100 Haderslev"
"Køllesvinget 1, 6100 Haderslev"
"Køllesvinget 4, 6100 Haderslev"
"Køllesvinget 10, 6100 Haderslev"
"Ny Allegade 9, 2., 6100 Haderslev"
"Ny Allegade 9, 1., 6100 Haderslev"
"Ny Allegade 9, 1., 6100 Haderslev"
"Ny Allegade 9, 2., 6100 Haderslev"
"Storegade 77H, 2., 6100 Haderslev"
"Storegade 77H, 3., 6100 Haderslev"
"Storegade 77M, 6100 Haderslev"
"Storegade 77K, 6100 Haderslev"
"Storegade 79, st., 6100 Haderslev"
"Storegade 79, 1., 6100 Haderslev"
"Storegade 79, 2., 6100 Haderslev"
"Storegade 79, 3., 6100 Haderslev"
"Ribe Landevej 150, 6100 Haderslev"
"Ribe Landevej 152, 6100 Haderslev"
"Storegade 86, st. th, 6100 Haderslev"
"Storegade 86, st. tv, 6100 Haderslev"
"Storegade 86, 1., 6100 Haderslev"
"Storegade 86, 2., 6100 Haderslev"
"Storegade 86, 6100 Haderslev"
"Storegade 85C, st. th, 6100 Haderslev"
"Storegade 85C, st. tv, 6100 Haderslev"
"Storegade 85C, 1. th, 6100 Haderslev"
"Storegade 85C, 1. tv, 6100 Haderslev"
"Storegade 85C, 2. th, 6100 Haderslev"
"Storegade 85C, 2. tv, 6100 Haderslev"
"Storegade 85C, 3. th, 6100 Haderslev"
"Storegade 85C, 3. tv, 6100 Haderslev"
"Storegade 85B, st., 6100 Haderslev"
"Storegade 85B, 1., 6100 Haderslev"
"Storegade 85B, 2., 6100 Haderslev"
"Storegade 85B, 3. mf, 6100 Haderslev"
"Storegade 85B, 3. th, 6100 Haderslev"
"Storegade 85B, 3. tv, 6100 Haderslev"
"Storegade 83A, st., 6100 Haderslev"
"Storegade 83A, 1., 6100 Haderslev"
"Storegade 83A, 2., 6100 Haderslev"
"Storegade 77E, st., 6100 Haderslev"
"Storegade 77E, 1., 6100 Haderslev"
"Storegade 77F, st., 6100 Haderslev"
"Storegade 77F, 1. 1, 6100 Haderslev"
"Storegade 77F, 1. 2, 6100 Haderslev"
"Storegade 77F, 1. 3, 6100 Haderslev"
"Storegade 77F, 2. 4, 6100 Haderslev"
"Storegade 77F, 2. 5, 6100 Haderslev"
"Storegade 77F, 2. 6, 6100 Haderslev"
"Storegade 77F, 2. 7, 6100 Haderslev"
"Storegade 77F, 2. 8, 6100 Haderslev"
"Storegade 77F, 3. 10, 6100 Haderslev"
"Storegade 77F, 3. 11, 6100 Haderslev"
"Storegade 77F, 3. 12, 6100 Haderslev"
"Storegade 77F, 3. 13, 6100 Haderslev"
"Storegade 77F, 3. 9, 6100 Haderslev"
"Storegade 77D, 6100 Haderslev"
"Storegade 77G, 6100 Haderslev"
"Storegade 77C, 6100 Haderslev"
"Storegade 77L, 6100 Haderslev"
"Storegade 77H, st. th, 6100 Haderslev"
"Storegade 77H, st. tv, 6100 Haderslev"
"Storegade 77H, 1., 6100 Haderslev"
"Storegade 79, 1. tv, 6100 Haderslev"
"Storegade 79, 1. th, 6100 Haderslev"
"Storegade 79, st. tv, 6100 Haderslev"
"Storegade 79, st. th, 6100 Haderslev"
"Storegade 79, 2. tv, 6100 Haderslev"
"Storegade 79, 2. th, 6100 Haderslev"
"Storegade 77B, 6100 Haderslev"
"Storegade 77A, st. 1, 6100 Haderslev"
"Storegade 77A, st. 2, 6100 Haderslev"
"Storegade 77A, st. 3, 6100 Haderslev"
"Storegade 77A, st. 4, 6100 Haderslev"
"Storegade 77A, 1. 5, 6100 Haderslev"
"Storegade 77A, 1. 6, 6100 Haderslev"
"Storegade 77A, 1. 7, 6100 Haderslev"
"Storegade 77A, 1. 8, 6100 Haderslev"
"Storegade 77A, 2. 10, 6100 Haderslev"
"Storegade 77A, 2. 9, 6100 Haderslev"
"Storegade 72, kl., 6100 Haderslev"
"Storegade 72, st. th, 6100 Haderslev"
"Storegade 72, st. tv, 6100 Haderslev"
"Storegade 72, 1. th, 6100 Haderslev"
"Storegade 72, 1. tv, 6100 Haderslev"
"Storegade 72, 2. th, 6100 Haderslev"
"Storegade 72, 2. tv, 6100 Haderslev"
"Storegade 76B, st., 6100 Haderslev"
"Storegade 76B, 1., 6100 Haderslev"
"Storegade 78C, 6100 Haderslev"
"Storegade 78B, 6100 Haderslev"
"Aarøsund Landevej 147B, 6100 Haderslev"
"Øsby Næsvej 151, 6100 Haderslev"
"Øsby Næsvej 153, 6100 Haderslev"
"Solkær 33, Grarup, 6100 Haderslev"
"Vilstrup Næsvej 93, 6100 Haderslev"
"Vilstrup Næsvej 95, 6100 Haderslev"
"Tøndervej 97, st., 6100 Haderslev"
"Tøndervej 97, 1., 6100 Haderslev"
"Tøndervej 99, 1., 6100 Haderslev"
"Tøndervej 99, st., 6100 Haderslev"
"Tøndervej 99, 6100 Haderslev"
"Solkær 35, Grarup, 6100 Haderslev"
"Solkær 16, Grarup, 6100 Haderslev"
"Hoptrup Hovedgade 73, 6100 Haderslev"
"Hejsager Næsvej 104, 6100 Haderslev"
"Hejsager Næsvej 102, 6100 Haderslev"
"Hejsager Næsvej 141, 6100 Haderslev"
"Hejsager Næsvej 139, 6100 Haderslev"
"Hajstrupgade 19, Øsby, 6100 Haderslev"
"Hajstrupgade 17, Øsby, 6100 Haderslev"
"Hajstrupgade 21, Øsby, 6100 Haderslev"
"Hajstrupgade 14, Øsby, 6100 Haderslev"
"Hajstrupgade 12, Øsby, 6100 Haderslev"
"Fjelstrup Landevej 73, 6100 Haderslev"
"Fjelstrup Landevej 77, 6100 Haderslev"
"Fjelstrup Landevej 75, 6100 Haderslev"
"Aarøsund Landevej 153, 6100 Haderslev"
"Aarøsund Landevej 147A, 6100 Haderslev"
"Aarøsund Landevej 100, st., 6100 Haderslev"
"Aarøsund Landevej 100, 1., 6100 Haderslev"
"Aarøsund Landevej 100A, st., 6100 Haderslev"
"Aarøsund Landevej 100A, 1., 6100 Haderslev"
"Øsbygade 111, 6100 Haderslev"
"Øsbygade 108, 6100 Haderslev"
"Bramhalevej 47, Bramdrup, 6100 Haderslev"
"Bramhalevej 45, Bramdrup, 6100 Haderslev"
"Bramhalevej 43, Bramdrup, 6100 Haderslev"
"Aastrupvej 77, 6100 Haderslev"
"Aastrupvej 75, 6100 Haderslev"
"Aastrupvej 77A, 6100 Haderslev"
"Aastrupvej 79, 6100 Haderslev"
"Aastrupvej 79B, 6100 Haderslev"
"Aastrupvej 79A, 6100 Haderslev"
"Aastrupvej 85, 6100 Haderslev"
"Lillebro 1, 6100 Haderslev"
"Vesterrisvej 40, 6100 Haderslev"
"Fjelstrupvej 36, 6100 Haderslev"
"Aastrup Alle 6, 6100 Haderslev"
"Aastrup Alle 8, 6100 Haderslev"
"Aastrup Alle 54, 6100 Haderslev"
"Aastrup Alle 76, 6100 Haderslev"
"Vonsbækvej 37, 6100 Haderslev"
"Vonsbækvej 35, 6100 Haderslev"
"Vonsbækvej 40B, 6100 Haderslev"
"Vonsbækvej 43, 6100 Haderslev"
"Vonsbækvej 88, 6100 Haderslev"
"Vonsbækvej 92, 6100 Haderslev"
"Storegade 87C, 6100 Haderslev"
"Aarø 189B, 6100 Haderslev"
"Aarø 189A, 6100 Haderslev"
"Aarø 189A, 6100 Haderslev"
"Tværbjerg 1A, Halk, 6100 Haderslev"
"Storegade 97C, 1. th, 6100 Haderslev"
"Storegade 97C, 1. tv, 6100 Haderslev"
"Storegade 97C, 2., 6100 Haderslev"
"Storegade 97B, 1., 6100 Haderslev"
"Storegade 97B, 2., 6100 Haderslev"
"Vilstrupvej 141B, 6100 Haderslev"
"Køllesvinget 2, 6100 Haderslev"
"Køllesvinget 8, 6100 Haderslev"
"Neder Kestrup 37, 6100 Haderslev"
"Troldhøj 35, 6100 Haderslev"
"Troldhøj 39, 6100 Haderslev"
"Troldhøj 1, 6100 Haderslev"
"Troldhøj 5, 6100 Haderslev"
"Troldhøj 9, 6100 Haderslev"
"Troldhøj 7, 6100 Haderslev"
"Troldhøj 17, 6100 Haderslev"
"Troldhøj 27, 6100 Haderslev"
"Troldhøj 25, 6100 Haderslev"
"Troldhøj 19, 6100 Haderslev"
"Troldhøj 21, 6100 Haderslev"
