"Bygmestervej 3, 2400 København NV"
"Fyrbødervej 12, 7. 2712, 2400 København NV"
"Fyrbødervej 12, 7. 2711, 2400 København NV"
"Fyrbødervej 12, 7. 2710, 2400 København NV"
"Fyrbødervej 12, 7. 2709, 2400 København NV"
"Fyrbødervej 12, 7. 2708, 2400 København NV"
"Fyrbødervej 12, 7. 2707, 2400 København NV"
"Fyrbødervej 12, 7. 2706, 2400 København NV"
"Fyrbødervej 12, 8. 2809, 2400 København NV"
"Fyrbødervej 12, 8. 2808, 2400 København NV"
"Fyrbødervej 12, 8. 2807, 2400 København NV"
"Fyrbødervej 12, 8. 2806, 2400 København NV"
"Fyrbødervej 12, 8. 2805, 2400 København NV"
"Fyrbødervej 12, 8. 2804, 2400 København NV"
"Fyrbødervej 12, 8. 2803, 2400 København NV"
"Fyrbødervej 12, 8. 2802, 2400 København NV"
"Fyrbødervej 12, 8. 2801, 2400 København NV"
"Fyrbødervej 12, 6. 2609, 2400 København NV"
"Fyrbødervej 12, 6. 2607, 2400 København NV"
"Fyrbødervej 12, 6. 2605, 2400 København NV"
"Fyrbødervej 12, 6. 2602, 2400 København NV"
"Fyrbødervej 12, 6. 2603, 2400 København NV"
"Fyrbødervej 12, 6. 2604, 2400 København NV"
"Fyrbødervej 12, 9. 2910, 2400 København NV"
"Fyrbødervej 12, 9. 2913, 2400 København NV"
"Fyrbødervej 12, st. 2001, 2400 København NV"
"Fyrbødervej 12, st. 2003, 2400 København NV"
"Bispevej 25, st. th, 2400 København NV"
"Fyrbødervej 12, st. 2005, 2400 København NV"
"Bispevej 25, st. tv, 2400 København NV"
"Fyrbødervej 12, st. 2007, 2400 København NV"
"Fyrbødervej 12, st. 2009, 2400 København NV"
"Fyrbødervej 12, 5. 2514, 2400 København NV"
"Fyrbødervej 12, 5. 2513, 2400 København NV"
"Fyrbødervej 12, 5. 2512, 2400 København NV"
"Fyrbødervej 12, 5. 2511, 2400 København NV"
"Fyrbødervej 12, 5. 2510, 2400 København NV"
"Fyrbødervej 12, 5. 2509, 2400 København NV"
"Fyrbødervej 12, 5. 2508, 2400 København NV"
"Fyrbødervej 12, 5. 2507, 2400 København NV"
"Fyrbødervej 12, 5. 2506, 2400 København NV"
"Fyrbødervej 12, 5. 2505, 2400 København NV"
"Fyrbødervej 12, 5. 2504, 2400 København NV"
"Fyrbødervej 12, 5. 2503, 2400 København NV"
"Fyrbødervej 12, 5. 2502, 2400 København NV"
"Fyrbødervej 12, 5. 2501, 2400 København NV"
"Fyrbødervej 12, 4. 2414, 2400 København NV"
"Fyrbødervej 12, 4. 2413, 2400 København NV"
"Fyrbødervej 12, 4. 2412, 2400 København NV"
"Fyrbødervej 12, 4. 2411, 2400 København NV"
"Fyrbødervej 12, 4. 2410, 2400 København NV"
"Falkevej 6, 1. 231, 2400 København NV"
"Fyrbødervej 12, 4. 2409, 2400 København NV"
"Falkevej 6, 1. 233, 2400 København NV"
"Fyrbødervej 12, 4. 2408, 2400 København NV"
"Falkevej 6, 1. 232, 2400 København NV"
"Fyrbødervej 12, 4. 2407, 2400 København NV"
"Falkevej 6, 1. 234, 2400 København NV"
"Fyrbødervej 12, 4. 2406, 2400 København NV"
"Falkevej 6, 2. 337, 2400 København NV"
"Fyrbødervej 12, 4. 2405, 2400 København NV"
"Falkevej 6, 2. 336, 2400 København NV"
"Fyrbødervej 12, 4. 2404, 2400 København NV"
"Falkevej 6, 2. 335, 2400 København NV"
"Fyrbødervej 12, 4. 2403, 2400 København NV"
"Falkevej 6, 2. 334, 2400 København NV"
"Fyrbødervej 12, 4. 2402, 2400 København NV"
"Falkevej 6, 2. 333, 2400 København NV"
"Fyrbødervej 12, 4. 2401, 2400 København NV"
"Falkevej 6, 2. 332, 2400 København NV"
"Fyrbødervej 12, 3. 2314, 2400 København NV"
"Falkevej 6, 2. 331, 2400 København NV"
"Fyrbødervej 12, 3. 2313, 2400 København NV"
"Falkevej 6, 1. 237, 2400 København NV"
"Fyrbødervej 12, 3. 2312, 2400 København NV"
"Falkevej 6, 1. 236, 2400 København NV"
"Fyrbødervej 12, 3. 2311, 2400 København NV"
"Falkevej 6, 1. 235, 2400 København NV"
"Fyrbødervej 12, 3. 2310, 2400 København NV"
"Falkevej 6, 3. 431, 2400 København NV"
"Fyrbødervej 12, 3. 2309, 2400 København NV"
"Falkevej 6, st. 134, 2400 København NV"
"Fyrbødervej 12, 3. 2308, 2400 København NV"
"Falkevej 6, st. 133, 2400 København NV"
"Fyrbødervej 12, 3. 2307, 2400 København NV"
"Falkevej 6, st. 132, 2400 København NV"
"Fyrbødervej 12, 3. 2306, 2400 København NV"
"Falkevej 6, 4. 536, 2400 København NV"
"Fyrbødervej 12, 3. 2305, 2400 København NV"
"Falkevej 6, 4. 535, 2400 København NV"
"Fyrbødervej 12, 3. 2304, 2400 København NV"
"Stærevej 41, 3. tv, 2400 København NV"
"Falkevej 6, 4. 534, 2400 København NV"
"Fyrbødervej 12, 3. 2303, 2400 København NV"
"Stærevej 41, 3. th, 2400 København NV"
"Falkevej 6, 4. 533, 2400 København NV"
"Fyrbødervej 12, 3. 2302, 2400 København NV"
"Falkevej 6, 4. 532, 2400 København NV"
"Fyrbødervej 12, 3. 2301, 2400 København NV"
"Svanevej 17, 1. 201, 2400 København NV"
"Falkevej 6, 4. 531, 2400 København NV"
"Fyrbødervej 12, 2. 2214, 2400 København NV"
"Svanevej 17, 2. 301, 2400 København NV"
"Falkevej 6, 3. 433, 2400 København NV"
"Fyrbødervej 12, 2. 2213, 2400 København NV"
"Svanevej 17, 4. 504, 2400 København NV"
"Falkevej 6, 3. 434, 2400 København NV"
"Fyrbødervej 12, 2. 2212, 2400 København NV"
"Svanevej 17, 4. 503, 2400 København NV"
"Falkevej 6, 3. 435, 2400 København NV"
"Fyrbødervej 12, 2. 2211, 2400 København NV"
"Svanevej 17, 4. 502, 2400 København NV"
"Falkevej 6, 3. 437, 2400 København NV"
"Fyrbødervej 12, 2. 2210, 2400 København NV"
"Svanevej 17, 4. 501, 2400 København NV"
"Falkevej 6, 3. 436, 2400 København NV"
"Fyrbødervej 12, st. 2012, 2400 København NV"
"Svanevej 17, 3. 407, 2400 København NV"
"Falkevej 6, 3. 432, 2400 København NV"
"Fyrbødervej 12, st. 2011, 2400 København NV"
"Svanevej 17, 3. 406, 2400 København NV"
"Fyrbødervej 12, st. 2010, 2400 København NV"
"Svanevej 17, 3. 405, 2400 København NV"
"Fyrbødervej 12, st. 2008, 2400 København NV"
"Svanevej 17, 3. 404, 2400 København NV"
"Fyrbødervej 12, st. 2006, 2400 København NV"
"Svanevej 17, 3. 403, 2400 København NV"
"Fyrbødervej 12, st. 2004, 2400 København NV"
"Svanevej 17, st. 105, 2400 København NV"
"Fyrbødervej 12, st. 2002, 2400 København NV"
"Svanevej 17, st. 104, 2400 København NV"
"Fyrbødervej 12, 9. 2914, 2400 København NV"
"Svanevej 17, st. 103, 2400 København NV"
"Fyrbødervej 12, 9. 2911, 2400 København NV"
"Svanevej 17, st. 102, 2400 København NV"
"Fyrbødervej 12, 9. 2912, 2400 København NV"
"Svanevej 17, st. 101, 2400 København NV"
"Svanevej 17, 4. 507, 2400 København NV"
"Svanevej 17, 4. 506, 2400 København NV"
"Svanevej 17, 4. 505, 2400 København NV"
"Svanevej 17, 3. 402, 2400 København NV"
"Svanevej 17, 3. 401, 2400 København NV"
"Svanevej 17, 2. 307, 2400 København NV"
"Svanevej 17, 2. 306, 2400 København NV"
"Svanevej 17, 2. 305, 2400 København NV"
"Svanevej 17, 2. 304, 2400 København NV"
"Svanevej 17, 2. 303, 2400 København NV"
"Svanevej 17, 2. 302, 2400 København NV"
"Svanevej 17, st. 106, 2400 København NV"
"Svanevej 17, 1. 207, 2400 København NV"
"Svanevej 17, 1. 202, 2400 København NV"
"Svanevej 17, 1. 204, 2400 København NV"
"Svanevej 17, 1. 205, 2400 København NV"
"Svanevej 17, 1. 206, 2400 København NV"
"Svanevej 17, 1. 203, 2400 København NV"
"Svanevej 19, 1. 211, 2400 København NV"
"Svanevej 19, 1. 214, 2400 København NV"
"Svanevej 19, 1. 216, 2400 København NV"
"Svanevej 19, 1. 218, 2400 København NV"
"Svanevej 19, 2. 312, 2400 København NV"
"Svanevej 19, 2. 314, 2400 København NV"
"Svanevej 19, 2. 318, 2400 København NV"
"Højmosevej 1E, 2400 København NV"
"Svanevej 19, 2. 317, 2400 København NV"
"Svanevej 19, 2. 316, 2400 København NV"
"Svanevej 19, 2. 315, 2400 København NV"
"Svanevej 19, 2. 313, 2400 København NV"
"Svanevej 19, 2. 311, 2400 København NV"
"Svanevej 19, 1. 217, 2400 København NV"
"Svanevej 19, 1. 215, 2400 København NV"
"Svanevej 19, 1. 212, 2400 København NV"
"Svanevej 19, 3. 411, 2400 København NV"
"Svanevej 19, 3. 413, 2400 København NV"
"Svanevej 19, st. 114, 2400 København NV"
"Svanevej 19, st. 113, 2400 København NV"
"Svanevej 19, st. 112, 2400 København NV"
"Svanevej 19, st. 111, 2400 København NV"
"Svanevej 19, 4. 518, 2400 København NV"
"Svanevej 19, 4. 517, 2400 København NV"
"Svanevej 19, 4. 516, 2400 København NV"
"Svanevej 19, 4. 515, 2400 København NV"
"Svanevej 19, 4. 514, 2400 København NV"
"Lundedalsvej 27, 1. 1, 2400 København NV"
"Svanevej 19, st. 118, 2400 København NV"
"Lundedalsvej 27, st. 4, 2400 København NV"
"Svanevej 19, st. 117, 2400 København NV"
"Lundedalsvej 27, st. 3, 2400 København NV"
"Svanevej 19, st. 116, 2400 København NV"
"Lundedalsvej 27, st. 2, 2400 København NV"
"Svanevej 19, st. 115, 2400 København NV"
"Lundedalsvej 27, st. 1, 2400 København NV"
"Svanevej 19, 4. 513, 2400 København NV"
"Lundedalsvej 27, 2. 3, 2400 København NV"
"Svanevej 19, 4. 511, 2400 København NV"
"Lundedalsvej 27, 2. 2, 2400 København NV"
"Svanevej 19, 3. 418, 2400 København NV"
"Lundedalsvej 27, 1. 3, 2400 København NV"
"Svanevej 19, 3. 417, 2400 København NV"
"Lundedalsvej 27, 1. 4, 2400 København NV"
"Svanevej 19, 3. 416, 2400 København NV"
"Lundedalsvej 27, 1. 2, 2400 København NV"
"Svanevej 19, 3. 415, 2400 København NV"
"Lundedalsvej 27, 2. 1, 2400 København NV"
"Svanevej 19, 3. 414, 2400 København NV"
"Lundedalsvej 29, 1. 1, 2400 København NV"
"Svanevej 19, 3. 412, 2400 København NV"
"Lundedalsvej 29, 1. 3, 2400 København NV"
"Svanevej 21, 1. 221, 2400 København NV"
"Lundedalsvej 29, 2. 1, 2400 København NV"
"Svanevej 21, 1. 222, 2400 København NV"
"Lundedalsvej 29, 2. 3, 2400 København NV"
"Svanevej 21, 4. 524, 2400 København NV"
"Lundedalsvej 29, st. 1, 2400 København NV"
"Svanevej 21, 4. 523, 2400 København NV"
"Lundedalsvej 29, st. 4, 2400 København NV"
"Lundedalsvej 29, st. 3, 2400 København NV"
"Svanevej 21, 4. 521, 2400 København NV"
"Lundedalsvej 29, st. 2, 2400 København NV"
"Svanevej 21, 3. 425, 2400 København NV"
"Svanevej 21, 3. 424, 2400 København NV"
"Lundedalsvej 29, 2. 2, 2400 København NV"
"Svanevej 21, 3. 423, 2400 København NV"
"Lundedalsvej 29, 1. 4, 2400 København NV"
"Svanevej 21, 3. 422, 2400 København NV"
"Svanevej 21, 3. 421, 2400 København NV"
"Svanevej 21, st. 125, 2400 København NV"
"Svanevej 21, st. 124, 2400 København NV"
"Svanevej 21, st. 123, 2400 København NV"
"Svanevej 21, st. 122, 2400 København NV"
"Svanevej 21, st. 121, 2400 København NV"
"Svanevej 21, 4. 525, 2400 København NV"
"Svanevej 21, 2. 325, 2400 København NV"
"Svanevej 21, 2. 324, 2400 København NV"
"Svanevej 21, 2. 322, 2400 København NV"
"Svanevej 21, 2. 321, 2400 København NV"
"Storkebakken 6, 1., 2400 København NV"
"Storkebakken 6, st., 2400 København NV"
"Storkebakken 15, 1., 2400 København NV"
"Storkebakken 15, st., 2400 København NV"
"Tøjmestervej 10, 3., 2400 København NV"
"Tranevej 17, 1., 2400 København NV"
"Granlien 3, 2400 København NV"
"Bygmestervej 15, kl., 2400 København NV"
"Møntmestervej 12A, 1., 2400 København NV"
"Engblommevej 47A, 2400 København NV"
"Henriksvej 11, 1., 2400 København NV"
"Henriksvej 11, st., 2400 København NV"
"Stærevej 64, 2400 København NV"
"Svanevej 26C, 2400 København NV"
"Vognborgvej 8, 2400 København NV"
"Dortheavej 17, 2. 9, 2400 København NV"
"Dortheavej 7, 1., 2400 København NV"
"Dortheavej 7, st., 2400 København NV"
"Dortheavej 7, 2., 2400 København NV"
"Dortheavej 9, st., 2400 København NV"
"Dortheavej 11, st., 2400 København NV"
"Dortheavej 13, st., 2400 København NV"
"Dortheavej 15, st., 2400 København NV"
"Dortheavej 17, 1. 1, 2400 København NV"
"Dortheavej 17, 1. 3, 2400 København NV"
"Dortheavej 17, 1. 5, 2400 København NV"
"Dortheavej 17, st. tv, 2400 København NV"
"Dortheavej 17, st. th, 2400 København NV"
"Dortheavej 17, 2. 8, 2400 København NV"
"Dortheavej 17, 2. 7, 2400 København NV"
"Dortheavej 17, 2. 6, 2400 København NV"
"Dortheavej 17, 2. 5, 2400 København NV"
"Dortheavej 17, 2. 4, 2400 København NV"
"Dortheavej 17, 2. 3, 2400 København NV"
"Dortheavej 17, 2. 2, 2400 København NV"
"Dortheavej 17, 2. 11, 2400 København NV"
"Dortheavej 17, 2. 10, 2400 København NV"
"Dortheavej 17, 2. 1, 2400 København NV"
"Dortheavej 17, 1. 9, 2400 København NV"
"Dortheavej 17, 1. 8, 2400 København NV"
"Dortheavej 17, 1. 7, 2400 København NV"
"Dortheavej 17, 1. 6, 2400 København NV"
"Dortheavej 17, 1. 4, 2400 København NV"
"Dortheavej 17, 1. 2, 2400 København NV"
"Dortheavej 17, 1. 10, 2400 København NV"
"Dortheavej 17, 1. 11, 2400 København NV"
"Hvidkildevej 46, 1., 2400 København NV"
"Grysgårdsvej 12, 2400 København NV"
"Bispevej 8, 1., 2400 København NV"
"Bispevej 8, st., 2400 København NV"
"Bispevej 8, 2., 2400 København NV"
"Bispevej 10, st., 2400 København NV"
"Bispevej 14, st., 2400 København NV"
"Bispevej 16, st., 2400 København NV"
"Bispevej 18, st., 2400 København NV"
"Præstelængen 28, 2., 2400 København NV"
"Rentemestervej 29, 4., 2400 København NV"
"Glasvej 3, 1. th, 2400 København NV"
"Glasvej 5, 1., 2400 København NV"
"Vibevej 31, 1., 2400 København NV"
"Vibevej 31, 2., 2400 København NV"
"Vibevej 31, 3., 2400 København NV"
"Bispebjergvej 71, 1., 2400 København NV"
"Rørsangervej 23, st., 2400 København NV"
"Frederikssundsvej 94A, 1., 2400 København NV"
"Lygten 4A, 3., 2400 København NV"
"Dunhammervej 17, 2400 København NV"
"Mesterstien 9, 1., 2400 København NV"
"Tomsgårdsvej 16, st., 2400 København NV"
"Genforeningspladsen 3, kl., 2400 København NV"
"Hvidkildevej 40, 2., 2400 København NV"
"Provstevej 11A, 2., 2400 København NV"
"Stærevej 66, 2. 214, 2400 København NV"
"Rentemestervej 27, 4., 2400 København NV"
"Blytækkervej 6, st. 1, 2400 København NV"
"Blytækkervej 6, 2400 København NV"
"Blytækkervej 6, 3., 2400 København NV"
"Blytækkervej 6, 2., 2400 København NV"
"Blytækkervej 6, 4., 2400 København NV"
"Blytækkervej 6, 5., 2400 København NV"
"Hejrevej 3, 2., 2400 København NV"
"Gransangervej 22, 2., 2400 København NV"
"Lygten 51, 2400 København NV"
"Rentemestervej 78D, st., 2400 København NV"
"Rabarbervej 12, st. 27, 2400 København NV"
"Lærkevej 11, 1. 5, 2400 København NV"
"Skoleholdervej 93, st. th, 2400 København NV"
"Rentemestervej 69B, 2400 København NV"
"Dortheavej 3A, st. 35, 2400 København NV"
"Rebslagervej 10, st. 4, 2400 København NV"
"Dortheavej 2A, 4. th, 2400 København NV"
"Rabarbervej 10, 1. 101, 2400 København NV"
"Frederikssundsvej 84, 2400 København NV"
"Bisiddervej 20, 2. th, 2400 København NV"
"Stærevej 66, st. 3, 2400 København NV"
"Theklavej 36, 2400 København NV"
"Dortheavej 3, st. 18, 2400 København NV"
"Rabarbervej 6, 3. 1, 2400 København NV"
"Fyrbødervej 12, st. 2013, 2400 København NV"
"Tranevej 6B, 5. tv, 2400 København NV"
"Hvidkildevej 19, st., 2400 København NV"
"Rabarbervej 10, 1. 106, 2400 København NV"
"Rabarbervej 10, st. 17, 2400 København NV"
"Blytækkervej 8, 2400 København NV"
"Borups Allé 220, 2., 2400 København NV"
"Rabarbervej 2, 1. 7, 2400 København NV"
"Theklavej 36, 1. 74, 2400 København NV"
"Thoravej 13, st. th, 2400 København NV"
"Rentemestervej 69B, 2. th, 2400 København NV"
"Lygten 4B, 2400 København NV"
"Rentemestervej 69B, st. th, 2400 København NV"
"Rabarbervej 2, 1. 13, 2400 København NV"
"Bygmestervej 21A, 2. th, 2400 København NV"
"Rabarbervej 10, 1. 102, 2400 København NV"
"Jordbærvej 29, 2400 København NV"
"Tagensvej 189, 2400 København NV"
"Borgmestervangen 31, 2400 København NV"
"Lærkevej 1, st. 3, 2400 København NV"
"Lærkevej 1, 1. 1, 2400 København NV"
"Theklavej 3, 2400 København NV"
"Dortheavej 3, st. 17, 2400 København NV"
"Bisiddervej 20, 4. tv, 2400 København NV"
"Nattergalevej 72, 2400 København NV"
"Rentemestervej 65, 2400 København NV"
"Dortheavej 3, 2. 76, 2400 København NV"
"Bygmestervej 61, 2., 2400 København NV"
"Bispebjerg Bakke 30E, 2400 København NV"
"Rebslagervej 10, 1. 14, 2400 København NV"
"Tagensvej 225, 2400 København NV"
"Frederikssundsvej 13B, 2400 København NV"
"Tomsgårdsvej 19, st. th, 2400 København NV"
"Ved Vigen 9, 2400 København NV"
"Lundedalsvej 17, 2400 København NV"
"Frederikssundsvej 5, 1., 2400 København NV"
"Utterslevvej 9, 2., 2400 København NV"
"Lygten 39, 2400 København NV"
"Rabarbervej 6, st. 8, 2400 København NV"
"Rabarbervej 2, 1. 14, 2400 København NV"
"Theklavej 36, st. 9, 2400 København NV"
"Rabarbervej 12, 1. 143, 2400 København NV"
"Frederiksborgvej 178, 2400 København NV"
"Rabarbervej 12, st. 41, 2400 København NV"
"Dortheavej 2A, 1. tv, 2400 København NV"
"Vestergårdsvej 9, 2. tv, 2400 København NV"
"Charlotte Muncks Vej 3, 2400 København NV"
"Ringergården 3, kl. 3, 2400 København NV"
"Frederiksborgvej 48, 2400 København NV"
"Hejrevej 26, 2., 2400 København NV"
"Frimestervej 2, 2400 København NV"
"Rabarbervej 20, 2. 208, 2400 København NV"
"Rabarbervej 10, 1. 113, 2400 København NV"
"Rabarbervej 48, 2400 København NV"
"Tranevej 6A, 2. th, 2400 København NV"
"Dortheavej 6, st. tv, 2400 København NV"
"Svanevej 2, 1. 13, 2400 København NV"
"Bygmestervej 21A, 1. tv, 2400 København NV"
"Skaffervej 8, 1. 3, 2400 København NV"
"Jordbærvej 65, 2400 København NV"
"Dortheavej 2C, 2400 København NV"
"Frederiksborgvej 28, 2400 København NV"
"Gørtlervej 4, st., 2400 København NV"
"Dalmosevej 8, 2400 København NV"
"Rabarbervej 42, 2400 København NV"
"Drejervej 15, 3., 2400 København NV"
"Skoleholdervej 95, st., 2400 København NV"
"Drejervej 19, 4., 2400 København NV"
"Dortheavej 2, 4. 14, 2400 København NV"
"Vibevej 16, 3. th, 2400 København NV"
"Hvidkildevej 46, 2400 København NV"
"Bispevej 25, 2. tv, 2400 København NV"
"Tagensvej 241B, 2400 København NV"
"Stærevej 66, 2. 205, 2400 København NV"
"Glasvej 31, 3. th, 2400 København NV"
"Rentemestervej 45, st., 2400 København NV"
"Vibevej 25, 2400 København NV"
"Theklavej 36, 1. 40, 2400 København NV"
"Svanevej 12, 3., 2400 København NV"
"Rabarbervej 62, 2400 København NV"
"Thoravej 5, 1., 2400 København NV"
"Rabarbervej 56, 2400 København NV"
"Rørsangervej 79, 2400 København NV"
"Frederikssundsvej 43, 2400 København NV"
"Theklavej 19, 2400 København NV"
"Stenhuggervej 9, 2400 København NV"
"Rabarbervej 12, st. 32, 2400 København NV"
"Theklavej 42, 2400 København NV"
"Skaffervej 8, 1., 2400 København NV"
"Glentevej 10, 2. 4, 2400 København NV"
"Tagensvej 169, 2400 København NV"
"Tranevej 6A, 2. tv, 2400 København NV"
"Hejrevej 31, 2400 København NV"
"Svanevej 4, 1. 201, 2400 København NV"
"Birkedommervej 31, st. tv, 2400 København NV"
"Rentemestervej 35, 2400 København NV"
"Mågevej 89, 2400 København NV"
"Efterslægtsvej 5, 2., 2400 København NV"
"Rentemestervej 65, 1., 2400 København NV"
"Rabarbervej 20, 1. 111, 2400 København NV"
"Dortheavej 3, st. 5, 2400 København NV"
"Frederiksborgvej 68, 2. tv, 2400 København NV"
"Frederikssundsvej 84A, 1. 2, 2400 København NV"
"Birkedommervej 27, 2., 2400 København NV"
"Gulkløvervej 7, 2400 København NV"
"Vibevej 16, 2. tv, 2400 København NV"
"Smedetoften 14, 1., 2400 København NV"
"Bygmestervej 1C, 1. tv, 2400 København NV"
"Dortheavej 3, 2. 91, 2400 København NV"
"Degnestavnen 7, 1., 2400 København NV"
"Vestergårdsvej 14, 2. 3, 2400 København NV"
"Bogtrykkervej 34, 2400 København NV"
"Rabarbervej 50, 2400 København NV"
"Rabarbervej 2, st. 16, 2400 København NV"
"Frederikssundsvej 18, 2400 København NV"
"Nøkkerosevej 53B, Hf. Emdrupvænge, 2400 København NV"
"Frederiksborgvej 11, 2400 København NV"
"Rabarbervej 6, 2., 2400 København NV"
"Filosofvænget 3, st., 2400 København NV"
"Rentemestervej 2A, 2400 København NV"
"Rabarbervej 12, 1. 127, 2400 København NV"
"Rebslagervej 10, 3. 3, 2400 København NV"
"Ørnevej 44, 2400 København NV"
"Rebslagervej 10, 3. 17, 2400 København NV"
"Lundebakken 1B, 2400 København NV"
"Emdrupgårdsvej 2, st., 2400 København NV"
"Hvidkildevej 64, 2400 København NV"
"Vibevej 35C, 2400 København NV"
"Frederikssundsvej 88, 2400 København NV"
"Mosesvinget 3, 2400 København NV"
"Theklavej 36, 1. 68, 2400 København NV"
"Theklavej 36, 1. 77, 2400 København NV"
"Vestergårdsporten 2, 2400 København NV"
"Svanevej 4, 3. 407, 2400 København NV"
"Rabarbervej 12, st. 38, 2400 København NV"
"Thoravej 11, 1., 2400 København NV"
"Bisiddervej 18, 1. tv, 2400 København NV"
"Svanevej 4, st. 104, 2400 København NV"
"Dortheavej 2, 2. 14, 2400 København NV"
"Rabarbervej 2, 1. 1, 2400 København NV"
"Rentemestervej 14, 2400 København NV"
"Frederiksborgvej 234, 3. th, 2400 København NV"
"Vibevej 23, st., 2400 København NV"
"Gemmet 12, 2400 København NV"
"Bispevej 25, 1. tv, 2400 København NV"
"Bygmestervej 1A, 3. tv, 2400 København NV"
"Frederikssundsvej 13C, st., 2400 København NV"
"Lærkevej 20, 2400 København NV"
"Lærkevej 11, 2. 15, 2400 København NV"
"Frederikssundsvej 77, 2400 København NV"
"Gulkløvervej 4, 2400 København NV"
"Dortheavej 2, 2. 18, 2400 København NV"
"Provstevej 19, 2400 København NV"
"Dortheavej 2E, 2400 København NV"
"Ørnevej 53, 1., 2400 København NV"
"Rabarbervej 54, 2400 København NV"
"Grysgårdsvej 10, 2400 København NV"
"Tomsgårdsvej 19, kl., 2400 København NV"
"Landsdommervej 26, 2400 København NV"
"Skoleholdervej 50, 2400 København NV"
"Frederiksborgvej 118A, 2400 København NV"
